Comunidad autónoma de residencia	Tipo de dato	Gastos totales, medios, distribución e índice	Periodo	Total
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2017	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2016	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2015	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2014	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2013	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2012	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2011	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2010	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2009	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2008	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2007	""
15 Navarra, Comunidad Foral de	Variación respecto al año base	Índice sobre la media del gmp	2006	""
16 País Vasco	Dato base	Gasto total	2020	28.765.377,72
16 País Vasco	Dato base	Gasto total	2019	31.371.877,61
16 País Vasco	Dato base	Gasto total	2018	30.980.831,1
16 País Vasco	Dato base	Gasto total	2017	30.410.049,54
16 País Vasco	Dato base	Gasto total	2016	30.311.924,2
16 País Vasco	Dato base	Gasto total	2015	29.981.469,45
16 País Vasco	Dato base	Gasto total	2014	28.504.205,44
16 País Vasco	Dato base	Gasto total	2013	29.149.124,34
16 País Vasco	Dato base	Gasto total	2012	29.464.921,59
16 País Vasco	Dato base	Gasto total	2011	29.818.887,43
16 País Vasco	Dato base	Gasto total	2010	29.364.669,91
16 País Vasco	Dato base	Gasto total	2009	28.667.179,91
16 País Vasco	Dato base	Gasto total	2008	29.139.039,02
16 País Vasco	Dato base	Gasto total	2007	28.333.684,46
16 País Vasco	Dato base	Gasto total	2006	26.822.196,92
16 País Vasco	Dato base	Distribución porcentual	2020	5,65
16 País Vasco	Dato base	Distribución porcentual	2019	5,53
16 País Vasco	Dato base	Distribución porcentual	2018	5,57
16 País Vasco	Dato base	Distribución porcentual	2017	5,63
16 País Vasco	Dato base	Distribución porcentual	2016	5,83
16 País Vasco	Dato base	Distribución porcentual	2015	5,94
16 País Vasco	Dato base	Distribución porcentual	2014	5,75
16 País Vasco	Dato base	Distribución porcentual	2013	5,89
16 País Vasco	Dato base	Distribución porcentual	2012	5,78
16 País Vasco	Dato base	Distribución porcentual	2011	5,71
16 País Vasco	Dato base	Distribución porcentual	2010	5,64
16 País Vasco	Dato base	Distribución porcentual	2009	5,45
16 País Vasco	Dato base	Distribución porcentual	2008	5,37
16 País Vasco	Dato base	Distribución porcentual	2007	5,37
16 País Vasco	Dato base	Distribución porcentual	2006	5,47
16 País Vasco	Dato base	Gasto medio por hogar	2020	31.498,23
16 País Vasco	Dato base	Gasto medio por hogar	2019	34.423,19
16 País Vasco	Dato base	Gasto medio por hogar	2018	34.211,88
16 País Vasco	Dato base	Gasto medio por hogar	2017	33.709,32
16 País Vasco	Dato base	Gasto medio por hogar	2016	33.691,02
16 País Vasco	Dato base	Gasto medio por hogar	2015	33.372,39
16 País Vasco	Dato base	Gasto medio por hogar	2014	31.881,76
16 País Vasco	Dato base	Gasto medio por hogar	2013	32.770,51
16 País Vasco	Dato base	Gasto medio por hogar	2012	33.216,43
16 País Vasco	Dato base	Gasto medio por hogar	2011	33.897,26
16 País Vasco	Dato base	Gasto medio por hogar	2010	33.846,43
16 País Vasco	Dato base	Gasto medio por hogar	2009	33.532,68
16 País Vasco	Dato base	Gasto medio por hogar	2008	34.671,65
16 País Vasco	Dato base	Gasto medio por hogar	2007	34.368,16
16 País Vasco	Dato base	Gasto medio por hogar	2006	33.183,44
16 País Vasco	Dato base	Gasto medio por persona	2020	13.288,92
16 País Vasco	Dato base	Gasto medio por persona	2019	14.524,34
16 País Vasco	Dato base	Gasto medio por persona	2018	14.405,51
16 País Vasco	Dato base	Gasto medio por persona	2017	14.174,67
16 País Vasco	Dato base	Gasto medio por persona	2016	14.167,59
16 País Vasco	Dato base	Gasto medio por persona	2015	14.019,74
16 País Vasco	Dato base	Gasto medio por persona	2014	13.335,7
16 País Vasco	Dato base	Gasto medio por persona	2013	13.593,51
16 País Vasco	Dato base	Gasto medio por persona	2012	13.649,93
16 País Vasco	Dato base	Gasto medio por persona	2011	13.789,64
16 País Vasco	Dato base	Gasto medio por persona	2010	13.596,3
16 País Vasco	Dato base	Gasto medio por persona	2009	13.298,89
16 País Vasco	Dato base	Gasto medio por persona	2008	13.580,09
16 País Vasco	Dato base	Gasto medio por persona	2007	13.299,56
16 País Vasco	Dato base	Gasto medio por persona	2006	12.686,81
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2020	19.348,24
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2019	21.167,8
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2018	21.028,94
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2017	20.705,71
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2016	20.697,26
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2015	20.490,47
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2014	19.511,99
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2013	19.929,08
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2012	20.060,61
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2011	20.317,04
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2010	20.086,17
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2009	19.726,61
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2008	20.196,6
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2007	19.835,48
16 País Vasco	Dato base	Gasto medio por unidad de consumo	2006	18.961,13
16 País Vasco	Dato base	Índice sobre la media del gmp	2020	122,5
16 País Vasco	Dato base	Índice sobre la media del gmp	2019	119,53
16 País Vasco	Dato base	Índice sobre la media del gmp	2018	119,86
16 País Vasco	Dato base	Índice sobre la media del gmp	2017	120,88
16 País Vasco	Dato base	Índice sobre la media del gmp	2016	125,24
16 País Vasco	Dato base	Índice sobre la media del gmp	2015	127,66
16 País Vasco	Dato base	Índice sobre la media del gmp	2014	123,71
16 País Vasco	Dato base	Índice sobre la media del gmp	2013	126,86
16 País Vasco	Dato base	Índice sobre la media del gmp	2012	123,95
16 País Vasco	Dato base	Índice sobre la media del gmp	2011	122,24
16 País Vasco	Dato base	Índice sobre la media del gmp	2010	120,58
16 País Vasco	Dato base	Índice sobre la media del gmp	2009	116,26
16 País Vasco	Dato base	Índice sobre la media del gmp	2008	114,17
16 País Vasco	Dato base	Índice sobre la media del gmp	2007	113,11
16 País Vasco	Dato base	Índice sobre la media del gmp	2006	114,01
16 País Vasco	Variación respecto al año anterior	Gasto total	2020	-8,3
16 País Vasco	Variación respecto al año anterior	Gasto total	2019	1,3
16 País Vasco	Variación respecto al año anterior	Gasto total	2018	1,9
16 País Vasco	Variación respecto al año anterior	Gasto total	2017	0,3
16 País Vasco	Variación respecto al año anterior	Gasto total	2016	1,1
16 País Vasco	Variación respecto al año anterior	Gasto total	2015	5,2
16 País Vasco	Variación respecto al año anterior	Gasto total	2014	-2,2
16 País Vasco	Variación respecto al año anterior	Gasto total	2013	-1,1
16 País Vasco	Variación respecto al año anterior	Gasto total	2012	-1,2
16 País Vasco	Variación respecto al año anterior	Gasto total	2011	1,5
16 País Vasco	Variación respecto al año anterior	Gasto total	2010	2,4
16 País Vasco	Variación respecto al año anterior	Gasto total	2009	-1,6
16 País Vasco	Variación respecto al año anterior	Gasto total	2008	2,8
16 País Vasco	Variación respecto al año anterior	Gasto total	2007	5,6
16 País Vasco	Variación respecto al año anterior	Gasto total	2006	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2020	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2019	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2018	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2017	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2016	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2015	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2014	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2013	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2012	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2011	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2010	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2009	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2008	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2007	""
16 País Vasco	Variación respecto al año anterior	Distribución porcentual	2006	""
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2020	-8,5
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2019	0,6
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2018	1,5
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2017	0,1
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2016	1
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2015	4,7
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2014	-2,7
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2013	-1,3
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2012	-2
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2011	0,2
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2010	0,9
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2009	-3,3
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2008	0,9
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2007	3,6
16 País Vasco	Variación respecto al año anterior	Gasto medio por hogar	2006	""
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2020	-8,5
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2019	0,8
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2018	1,6
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2017	0
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2016	1,1
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2015	5,1
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2014	-1,9
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2013	-0,4
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2012	-1
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2011	1,4
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2010	2,2
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2009	-2,1
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2008	2,1
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2007	4,8
16 País Vasco	Variación respecto al año anterior	Gasto medio por persona	2006	""
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2020	-8,6
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2019	0,7
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2018	1,6
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2017	0
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2016	1
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2015	5
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2014	-2,1
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2013	-0,7
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2012	-1,3
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2011	1,1
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2010	1,8
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2009	-2,3
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2008	1,8
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2007	4,6
16 País Vasco	Variación respecto al año anterior	Gasto medio por unidad de consumo	2006	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2020	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2019	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2018	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2017	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2016	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2015	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2014	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2013	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2012	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2011	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2010	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2009	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2008	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2007	""
16 País Vasco	Variación respecto al año anterior	Índice sobre la media del gmp	2006	""
16 País Vasco	Variación respecto al año base	Gasto total	2020	7,2
16 País Vasco	Variación respecto al año base	Gasto total	2019	17
16 País Vasco	Variación respecto al año base	Gasto total	2018	15,5
16 País Vasco	Variación respecto al año base	Gasto total	2017	13,4
